"Descricao_do_cargo.emprego","Nome_orgao_de_origem","UF_da_UPAG_de_vinculacao","Cidade_da_residencia","Nivel_escolaridade","Ano_Mes_inicio_afastamento","Ano_Mes_referencia","Valor_rendimento_liquido","Descricao_do_afastamento","Ano_inicio_afastamento","Mes_inicio_afastamento","Rendimento_Liquido_Hora"
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIV. FEDERAL RURAL DO RIO DE JANEIRO   ","RJ","RIO DE JANEIRO                ","NS",2021-07-01,2021-10-01,8013.46,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","07",47.6991666666667
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIV. FEDERAL RURAL DO RIO DE JANEIRO   ","RJ","RIO DE JANEIRO                ","NS",2021-06-01,2021-10-01,10159.75,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","06",60.4747023809524
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIV. FEDERAL RURAL DO RIO DE JANEIRO   ","RJ","VASSOURAS                     ","NS",2021-05-01,2021-10-01,19624.08,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","05",116.81
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIV. FEDERAL RURAL DO RIO DE JANEIRO   ","RJ","RIO DE JANEIRO                ","NS",2021-09-01,2021-10-01,17850.83,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","09",106.25494047619
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIV. FEDERAL RURAL DO RIO DE JANEIRO   ","RJ","SEROPEDICA                    ","NS",2021-07-01,2021-10-01,11843.27,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","07",70.4956547619048
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE CAMPINA GRANDE  ","PB","CAMPINA GRANDE                ","NS",2021-08-01,2021-10-01,18988.09,"Afas. Missão Exterior Com Ônus - EST","2021","08",113.024345238095
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE CAMPINA GRANDE  ","PB","NATAL                         ","NS",2021-07-01,2021-10-01,12579.12,"Afas. Missão Exterior Com Ônus - EST","2021","07",74.8757142857143
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE CAMPINA GRANDE  ","PB","CAMPINA GRANDE                ","NS",2021-07-01,2021-10-01,13842.25,"Afas. Missão Exterior Com Ônus - EST","2021","07",82.3943452380952
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL RURAL DA AMAZONIA  ","PA","BELEM                         ","NS",2021-09-01,2021-10-01,12730.12,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","09",75.7745238095238
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL RURAL DA AMAZONIA  ","PA","BELEM                         ","NS",2021-10-01,2021-10-01,13338.43,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","10",79.3954166666667
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNI.FED.VALES DO JEQUITINHONHA E MUCURI ","MG","DIAMANTINA                    ","NS",2021-10-01,2021-10-01,10723.85,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","10",63.8324404761905
"PROFESSOR DO MAGISTERIO SUPERIOR        ","CENTRO FED.EDUC.TECNOL.CELSO S. FONSECA ","RJ","RIO DE JANEIRO                ","NS",2021-09-01,2021-10-01,24998.37,"Afas. Viagem /Serv Fora do País Com Ônus Limitado - EST","2021","09",148.799821428571
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERS. TECNOLOGICA FEDERAL DO PARANA  ","PR","CAMPO MOURAO                  ","NS",2021-02-01,2021-10-01,14387.88,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",85.6421428571429
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE SAO PAULO       ","SP","SAO PAULO                     ","NS",2021-10-01,2021-10-01,13954.22,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","10",83.0608333333333
"PSICOLOGO-AREA                          ","UNIVERSIDADE FEDERAL DE SAO PAULO       ","SP","CACAPAVA                      ","NS",2021-07-01,2021-10-01,9891.74,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","07",58.8794047619048
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE SAO PAULO       ","SP","SAO PAULO                     ","NS",2021-08-01,2021-10-01,17272.17,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","08",102.810535714286
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE LAVRAS          ","MG","LAVRAS                        ","NS",2021-09-01,2021-10-01,21898.7,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","09",130.349404761905
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE LAVRAS          ","MG","LAVRAS                        ","NS",2021-09-01,2021-10-01,12730.12,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","09",75.7745238095238
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE LAVRAS          ","MG","LAVRAS                        ","NS",2021-09-01,2021-10-01,21427.33,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","09",127.543630952381
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE LAVRAS          ","MG","LAVRAS                        ","NS",2021-10-01,2021-10-01,18732.48,"Afas. Missão Exterior Com Ônus - EST","2021","10",111.502857142857
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE LAVRAS          ","MG","LAVRAS                        ","NS",2021-09-01,2021-10-01,12694,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","09",75.5595238095238
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE LAVRAS          ","MG","LAVRAS                        ","NS",2021-09-01,2021-10-01,18151.55,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","09",108.04494047619
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIV.FED. DA INTEGRACAO LATINO-AMERICANA","PR","FOZ DO IGUACU                 ","NS",2021-08-01,2021-10-01,9362.42,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","08",55.7286904761905
"ASSISTENTE SOCIAL                       ","UNIV.FED. DA INTEGRACAO LATINO-AMERICANA","PR","FOZ DO IGUACU                 ","NS",2021-08-01,2021-10-01,8991.22,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","08",53.5191666666667
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIV.FED. DA INTEGRACAO LATINO-AMERICANA","PR","FOZ DO IGUACU                 ","NS",2021-02-01,2021-10-01,13065.48,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","02",77.7707142857143
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE DO RIO DE JANEIRO          ","RJ","RIO DE JANEIRO                ","NS",2021-10-01,2021-10-01,19121.64,"Afas. Missão Exterior Com Ônus - EST","2021","10",113.819285714286
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DO AMAZONAS       ","AM","MANAUS                        ","NS",2021-09-01,2021-10-01,28391.89,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","09",168.999345238095
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DO AMAZONAS       ","AM","MANAUS                        ","NS",2021-09-01,2021-10-01,18378.34,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","09",109.394880952381
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-07-01,2021-10-01,14865,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","07",88.4821428571429
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-02-01,2021-10-01,22852.88,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",136.029047619048
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-08-01,2021-10-01,22532.33,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","08",134.121011904762
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-09-01,2021-10-01,20063.99,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","09",119.428511904762
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-10-01,2021-10-01,27181.5,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","10",161.794642857143
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-10-01,2021-10-01,21230.76,"Afas. Part.Prog.Trein.(Cong-Encont) Fora País C/Ônus - EST","2021","10",126.373571428571
"ADMINISTRADOR                           ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","FLORIANOPOLIS                 ","NS",2021-09-01,2021-10-01,14612.11,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","09",86.9768452380952
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-03-01,2021-10-01,20326.17,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","03",120.989107142857
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-03-01,2021-10-01,14865,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","03",88.4821428571429
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-01-01,2021-10-01,14555.29,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","01",86.638630952381
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-03-01,2021-10-01,23150.13,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","03",137.798392857143
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-10-01,2021-10-01,29625.44,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","10",176.341904761905
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-10-01,2021-10-01,21961.94,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","10",130.725833333333
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-08-01,2021-10-01,22133.52,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","08",131.747142857143
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-09-01,2021-10-01,16704.16,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","09",99.4295238095238
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-08-01,2021-10-01,6216.6,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","08",37.0035714285714
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-10-01,2021-10-01,21678.02,"Afas. Part.Prog.Trein.(Cong-Encont) Fora País C/Ônus - EST","2021","10",129.035833333333
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-02-01,2021-10-01,21560.6,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",128.336904761905
"BIOLOGO                                 ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-07-01,2021-10-01,11381.14,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","07",67.744880952381
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-10-01,2021-10-01,15453.38,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","10",91.9844047619048
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-09-01,2021-10-01,16485.18,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","09",98.1260714285714
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-09-01,2021-10-01,15507,"Afas. Missão Exterior Com Ônus - EST","2021","09",92.3035714285714
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-09-01,2021-10-01,15880.29,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","09",94.5255357142857
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-09-01,2021-10-01,20223.96,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","09",120.380714285714
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-02-01,2021-10-01,19902.96,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",118.47
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-10-01,2021-10-01,16485.18,"Afas. Missão Exterior Com Ônus - EST","2021","10",98.1260714285714
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-01-01,2021-10-01,17448.18,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","01",103.858214285714
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-07-01,2021-10-01,15880.29,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","07",94.5255357142857
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-08-01,2021-10-01,20897.37,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","08",124.389107142857
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-10-01,2021-10-01,21457.63,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","10",127.723988095238
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-09-01,2021-10-01,14982.42,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","09",89.1810714285714
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-02-01,2021-10-01,20024.1,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",119.191071428571
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-09-01,2021-10-01,14837.38,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","09",88.3177380952381
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-09-01,2021-10-01,21338.35,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","09",127.013988095238
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-08-01,2021-10-01,20340.92,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","08",121.076904761905
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-03-01,2021-10-01,15337,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","03",91.2916666666667
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-01-01,2021-10-01,16485.18,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","01",98.1260714285714
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-08-01,2021-10-01,9359.91,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","08",55.71375
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-02-01,2021-10-01,15880.29,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",94.5255357142857
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIV. FEDERAL DE UBERLANDIA    ","MG","UBERLANDIA                    ","NS",2021-10-01,2021-10-01,26907.25,"Afas. Viagem/Serv Fora do País Com Ônus - EST","2021","10",160.162202380952
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIV. FEDERAL DE OURO PRETO    ","MG","DIONISIO                      ","NS",2021-01-01,2021-10-01,13221.01,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","01",78.6964880952381
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIV. FEDERAL DE OURO PRETO    ","MG","MARIANA                       ","NS",2021-05-01,2021-10-01,7889.86,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","05",46.9634523809524
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DO PIAUI           ","PI","TERESINA                      ","NS",2021-09-01,2021-10-01,17834.73,"Afas. Part.Prog.Trein.(Cong-Encont) Fora País C/Ônus - EST","2021","09",106.159107142857
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUND.UNIV.FED.CIENC.SAUDE D PORTO ALEGRE","RS","PORTO ALEGRE                  ","NS",2021-08-01,2021-10-01,7959.31,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","08",47.3768452380952
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE FEDERAL DO ABC    ","SP","SAO PAULO                     ","NS",2021-03-01,2021-10-01,17291.15,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","03",102.923511904762
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE FEDERAL DO ABC    ","SP","SAO PAULO                     ","NS",2021-09-01,2021-10-01,12900.12,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","09",76.7864285714286
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE FEDERAL DO ABC    ","SP","SAO PAULO                     ","NS",2021-10-01,2021-10-01,12798.1,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","10",76.1791666666667
"PROFESSOR ENS BASICO TECN TECNOLOGICO   ","INSTITUTO FEDERAL DE ALAGOAS            ","AL","ARACAJU                       ","NS",2021-09-01,2021-10-01,13455.85,"Afas. Missão Exterior Com Ônus - EST","2021","09",80.0943452380952
"PROFESSOR ENS BASICO TECN TECNOLOGICO   ","INSTITUTO FEDERAL DO PARA               ","PA","BELEM                         ","NS",2021-09-01,2021-10-01,22614.91,"Afas. Part.Prog.Trein.(Cong-Encont) Fora País C/Ônus - EST","2021","09",134.61255952381
"PROFESSOR ENS BASICO TECN TECNOLOGICO   ","INSTITUTO FEDERAL DO PARA               ","PA","BELEM                         ","NS",2021-09-01,2021-10-01,21386.26,"Afas. Part.Prog.Trein.(Cong-Encont) Fora País C/Ônus - EST","2021","09",127.299166666667
"PROFESSOR ENS BASICO TECN TECNOLOGICO   ","INSTITUTO FEDERAL DO PARA               ","PA","ANANINDEUA                    ","NS",2021-08-01,2021-10-01,19535.49,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","08",116.282678571429
"PROFESSOR ENS BASICO TECN TECNOLOGICO   ","INSTITUTO FEDERAL DO RIO GRANDE DO SUL  ","RS","BENTO GONCALVES               ","NS",2021-10-01,2021-10-01,20369.72,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","10",121.248333333333
"PEDAGOGO-AREA                           ","INSTITUTO FEDERAL DE RONDONIA           ","RO","VILHENA                       ","NS",2021-04-01,2021-10-01,10012.88,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","04",59.6004761904762
"PROFESSOR ENS BASICO TECN TECNOLOGICO   ","INSTITUTO FEDERAL DE SANTA CATARINA     ","SC","JOINVILLE                     ","NS",2021-09-01,2021-10-01,12950.96,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","09",77.0890476190476
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DO OESTE DO PARA   ","PA","SANTAREM                      ","NS",2021-05-01,2021-10-01,12840.85,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","05",76.433630952381
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DO CARIRI          ","CE","CRATO                         ","NS",2021-02-01,2021-10-01,8690.64,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","02",51.73
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DO SUL DA BAHIA    ","BA","PORTO SEGURO                  ","NS",2021-10-01,2021-10-01,11212.34,"Afas. Viagem /Serv Fora do País Com Ônus Limitado - EST","2021","10",66.740119047619
"PESQUISADOR-TECNOLOGISTA METR QUALIDADE ","INST.NAC.METROLOGIA,NORM.E QUAL.INDL.   ","RJ","RIO DE JANEIRO                ","NS",2021-09-01,2021-10-01,19639.45,"Afas. Viagem /Serv Fora do País Com Ônus Limitado - EST","2021","09",116.901488095238
"PESQUISADOR EM SAUDE PUBLICA            ","FUNDACAO OSWALDO CRUZ                   ","RJ","RIO DE JANEIRO                ","NS",2021-08-01,2021-10-01,20804.48,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","08",123.83619047619
"PESQUISADOR EM SAUDE PUBLICA            ","FUNDACAO OSWALDO CRUZ                   ","RJ","NITEROI                       ","NS",2021-09-01,2021-10-01,23474.55,"Afas. Missão Exterior Com Ônus - EST","2021","09",139.729464285714
"ANALISTA DE GESTAO EM SAUDE             ","FUNDACAO OSWALDO CRUZ                   ","RJ","CURITIBA                      ","NS",2021-09-01,2021-10-01,36578.82,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","09",217.731071428571
"PESQUISADOR EM SAUDE PUBLICA            ","FUNDACAO OSWALDO CRUZ                   ","RJ","RIO DE JANEIRO                ","NS",2021-08-01,2021-10-01,19595.35,"Afas. Missão Exterior Com Ônus - EST","2021","08",116.638988095238
"TECNOLOGISTA EM SAUDE PUBLICA           ","FUNDACAO OSWALDO CRUZ                   ","RJ","RIO DE JANEIRO                ","NS",2021-09-01,2021-10-01,18922.73,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","09",112.635297619048
"PESQUISADOR EM SAUDE PUBLICA            ","FUNDACAO OSWALDO CRUZ                   ","RJ","RIO DE JANEIRO                ","NS",2021-09-01,2021-10-01,17684.61,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","09",105.265535714286
"TECNOLOGISTA EM SAUDE PUBLICA           ","FUNDACAO OSWALDO CRUZ                   ","PE","RECIFE                        ","NS",2021-08-01,2021-10-01,15938.04,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","08",94.8692857142857
"PESQUISADOR                             ","MINISTERIO CIENCIA TEC.INOV.COMUNICACOES","SP","SAO JOSE DOS CAMPOS           ","NS",2021-10-01,2021-10-01,26922.4,"Afas. Missão Exterior Com Ônus - EST","2021","10",160.252380952381
"PESQUISADOR                             ","MINISTERIO CIENCIA TEC.INOV.COMUNICACOES","PA","BELEM                         ","NS",2021-09-01,2021-10-01,21963.04,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","09",130.732380952381
"TECNOLOGISTA                            ","COMISSAO NACIONAL DE ENERGIA NUCLEAR    ","RJ","RIO DE JANEIRO                ","NS",2021-10-01,2021-10-01,27532.76,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","10",163.885476190476
"TEC EM REGULACAO DE AVIACAO CIVIL       ","AGENCIA NACIONAL DE AVIACAO CIVIL       ","DF","SAO PAULO                     ","NI",2021-09-01,2021-10-01,11083.46,"Afas. Missão Exterior Com Ônus - EST","2021","09",65.9729761904762
"ESP EM REGULACAO DE AVIACAO CIVIL       ","AGENCIA NACIONAL DE AVIACAO CIVIL       ","DF","NITEROI                       ","NS",2021-09-01,2021-10-01,19999.88,"Afas. Missão Exterior Com Ônus - EST","2021","09",119.046904761905
"ESP EM REGULACAO DE AVIACAO CIVIL       ","AGENCIA NACIONAL DE AVIACAO CIVIL       ","DF","PORTO ALEGRE                  ","NS",2021-09-01,2021-10-01,21718.57,"Afas. Missão Exterior Com Ônus - EST","2021","09",129.277202380952
"TEC EM REGULACAO DE AVIACAO CIVIL       ","AGENCIA NACIONAL DE AVIACAO CIVIL       ","DF","SAO PAULO                     ","NI",2021-09-01,2021-10-01,10448.44,"Afas. Missão Exterior Com Ônus - EST","2021","09",62.1930952380952
"ESP EM REGULACAO DE AVIACAO CIVIL       ","AGENCIA NACIONAL DE AVIACAO CIVIL       ","DF","BRASILIA                      ","NS",2021-10-01,2021-10-01,30727.54,"Afas. Missão Exterior Com Ônus - EST","2021","10",182.902023809524
"                                        ","MINISTERIO DA CIDADANIA                 ","DF","BRASILIA                      ","  ",2021-10-01,2021-10-01,14403.17,"Afas. Viagem/Serv Fora do País Com Ônus - EST","2021","10",85.7331547619048
"                                        ","MINIST.DA AGRICULTURA,PECUARIA E ABAST. ","DF","BRASILIA                      ","  ",2021-09-01,2021-09-01,10166.94,"Afas. Missão Exterior Com Ônus - EST","2021","09",60.5175
"                                        ","MINIST.DA AGRICULTURA,PECUARIA E ABAST. ","DF","BRASILIA                      ","  ",2021-09-01,2021-09-01,8506.18,"Afas. Missão Exterior Com Ônus - EST","2021","09",50.6320238095238
"AUDITOR FISCAL FEDERAL AGROPECUARIO     ","MINIST.DA AGRICULTURA,PECUARIA E ABAST. ","DF","BRASILIA                      ","NS",2021-01-01,2021-09-01,20834.24,"Afas. Missão Exterior Com Ônus - EST","2021","01",124.013333333333
